,Cerrar,Var neta,Núm de ticks,Volumen,rango,MVA5
14:30 - 15:30,759.22,-0.89,1568.0,259249,1.6899999999999409,759.0360000000026
26AUG2016_00:00:00.000000,766.87,7.65,4211.0,594900,8.550000000000068,760.7800000000026
08:30 - 09:30,766.87,7.65,4211.0,594900,8.550000000000068,762.4100000000026
10:30 - 11:30,763.09,-5.29,2230.0,295723,6.240000000000009,763.2320000000026
11:30 - 12:30,764.31,1.22,983.0,133502,3.0399999999999636,764.0720000000026
14:30 - 15:30,769.04,1.57,2824.0,474724,2.490000000000009,765.6060000000027
29AUG2016_00:00:00.000000,772.46,3.42,3377.0,568805,5.6299999999999955,767.4800000000026
08:30 - 09:30,772.46,3.42,3377.0,568805,5.6299999999999955,769.1100000000026
10:30 - 11:30,773.09,1.21,1327.0,185649,2.6000000000000227,770.9040000000026
11:30 - 12:30,773.85,0.76,940.0,130671,1.6299999999999955,772.1800000000027
14:30 - 15:30,771.29,-1.42,1563.0,320279,1.7999999999999545,772.9500000000028
30AUG2016_00:00:00.000000,767.7,-3.59,2167.0,332680,4.9500000000000455,771.8720000000027
08:30 - 09:30,767.7,-3.59,2167.0,332680,4.9500000000000455,770.6420000000027
10:30 - 11:30,767.87,1.01,907.0,126802,1.8700000000000045,769.4540000000027
11:30 - 12:30,768.23,0.36,690.0,95509,1.5299999999999727,768.5580000000027
14:30 - 15:30,767.58,0.48,1150.0,208144,1.3100000000000591,767.4860000000028
31AUG2016_00:00:00.000000,767.13,-0.45,2251.0,314226,3.6000000000000227,767.3380000000028
08:30 - 09:30,767.13,-0.45,2251.0,314226,3.6000000000000227,767.1180000000029
10:30 - 11:30,765.15,-0.55,825.0,118472,2.6700000000000728,766.8180000000028
11:30 - 12:30,765.74,0.59,571.0,74601,1.6800000000000637,766.5460000000029
14:30 - 15:30,769.16,1.14,1982.0,383947,1.9800000000000182,766.902000000003
01SEP2016_00:00:00.000000,769.2,0.04,1956.0,293945,3.3500000000000227,767.712000000003
08:30 - 09:30,769.2,0.04,1956.0,293945,3.3500000000000227,768.404000000003
10:30 - 11:30,770.24,1.66,1015.0,135979,3.3299999999999272,769.1640000000029
11:30 - 12:30,771.27,1.03,1112.0,156755,2.1499999999999773,769.8140000000029
14:30 - 15:30,770.62,0.45,1230.0,275270,1.3799999999999955,770.512000000003
02SEP2016_00:00:00.000000,775.82,5.2,3888.0,601107,3.6100000000000136,771.628000000003
08:30 - 09:30,775.82,5.2,3888.0,601107,3.6100000000000136,772.538000000003
10:30 - 11:30,773.57,0.09,787.0,110276,1.830000000000041,773.2000000000029
11:30 - 12:30,772.59,-0.98,641.0,85763,2.189999999999941,773.6840000000029
14:30 - 15:30,772.44,-0.8,1737.0,349304,1.3899999999999864,773.0700000000029
06SEP2016_00:00:00.000000,778.48,6.04,5154.0,825840,9.889999999999986,774.0520000000029
08:30 - 09:30,778.48,6.04,5154.0,825840,9.889999999999986,775.2300000000029
10:30 - 11:30,786.6,4.45,2455.0,357634,4.8900000000001,777.8480000000029
11:30 - 12:30,786.21,-0.39,1727.0,244973,2.3500000000000227,780.442000000003
14:30 - 15:30,788.87,-0.07,2490.0,546847,1.7200000000000273,787.548000000003
07SEP2016_00:00:00.000000,788.36,-0.51,3443.0,568744,4.269999999999982,787.900000000003
08:30 - 09:30,788.36,-0.51,3443.0,568744,4.269999999999982,788.330000000003
10:30 - 11:30,785.08,-0.2,1229.0,175530,2.509999999999991,787.922000000003
11:30 - 12:30,785.85,0.77,689.0,89391,1.2300000000000182,787.304000000003
14:30 - 15:30,784.48,-1.72,2102.0,390831,2.019999999999982,785.5980000000029
08SEP2016_00:00:00.000000,784.12,-0.36,2798.0,407025,3.4700000000000273,785.406000000003
08:30 - 09:30,784.12,-0.36,2798.0,407025,3.4700000000000273,785.060000000003
10:30 - 11:30,782.54,-1.12,945.0,122735,1.6599999999999682,784.2920000000029
11:30 - 12:30,782.04,-0.5,775.0,123112,0.8500000000000227,783.460000000003
14:30 - 15:30,784.06,0.19,1168.0,295363,1.3199999999999363,783.1580000000029
09SEP2016_00:00:00.000000,778.1,-5.96,2652.0,417715,3.2999999999999545,782.2700000000029
08:30 - 09:30,778.1,-5.96,2652.0,417715,3.2999999999999545,781.482000000003
10:30 - 11:30,768.06,-6.4,2908.0,402939,7.190000000000055,778.4380000000032
11:30 - 12:30,766.29,-1.77,2617.0,376269,5.269999999999982,774.9220000000032
14:30 - 15:30,760.14,-5.77,3918.0,734428,5.899999999999977,765.4040000000033
12SEP2016_00:00:00.000000,764.12,3.98,4897.0,764264,10.57000000000005,764.6160000000034
08:30 - 09:30,764.12,3.98,4897.0,764264,10.57000000000005,764.1820000000034
10:30 - 11:30,766.49,-2.05,1492.0,215300,4.899999999999977,764.1560000000034
11:30 - 12:30,767.18,0.69,1329.0,204352,4.559999999999945,764.4100000000035
14:30 - 15:30,771.49,0.1,1841.0,385140,1.7999999999999545,769.4800000000035
13SEP2016_00:00:00.000000,762.11,-9.38,3706.0,550412,8.549999999999955,768.6040000000036
08:30 - 09:30,762.11,-9.38,3706.0,550412,8.549999999999955,767.5900000000036
10:30 - 11:30,762.22,2.45,1846.0,247273,4.600000000000023,765.8640000000034
11:30 - 12:30,762.03,-0.19,1628.0,202594,2.92999999999995,763.9920000000036
14:30 - 15:30,761.01,-0.67,2713.0,467520,2.8700000000000045,761.3720000000035
14SEP2016_00:00:00.000000,766.46,5.45,3415.0,540241,5.75,762.2200000000036
08:30 - 09:30,766.46,5.45,3415.0,540241,5.75,763.1060000000036
10:30 - 11:30,765.26,1.65,1623.0,213010,3.3700000000000045,764.1740000000036
11:30 - 12:30,764.87,-0.39,1251.0,167695,1.5299999999999727,764.8120000000036
14:30 - 15:30,761.09,2.09,1494.0,292995,3.259999999999991,762.5920000000036
15SEP2016_00:00:00.000000,761.64,0.55,3855.0,584938,5.169999999999959,761.8680000000037
08:30 - 09:30,761.64,0.55,3855.0,584938,5.169999999999959,761.2220000000037
10:30 - 11:30,767.68,0.96,2185.0,313579,3.199999999999932,762.2100000000039
11:30 - 12:30,767.31,-0.37,2138.0,281980,2.1299999999999955,763.8720000000037
14:30 - 15:30,769.69,0.69,1848.0,350808,1.6499999999999773,768.6500000000037
16SEP2016_00:00:00.000000,776.0,6.31,6322.0,1489992,7.340000000000032,770.3140000000037
08:30 - 09:30,776.0,6.31,6322.0,1489992,7.340000000000032,772.0520000000035
10:30 - 11:30,779.87,1.62,1623.0,216482,2.550000000000068,774.1120000000036
11:30 - 12:30,778.84,-1.03,1562.0,213735,2.2000000000000455,776.0800000000036
14:30 - 15:30,778.24,1.08,3625.0,1373712,1.7100000000000364,778.4440000000035
19SEP2016_00:00:00.000000,775.28,-2.96,4041.0,642112,7.420000000000073,777.5260000000035
08:30 - 09:30,775.28,-2.96,4041.0,642112,7.420000000000073,776.8140000000034
10:30 - 11:30,775.13,-0.55,1003.0,142139,3.75,776.2180000000034
11:30 - 12:30,774.48,-0.65,569.0,69858,1.3899999999999864,775.6820000000034
14:30 - 15:30,775.1,0.97,1132.0,266407,1.9699999999999136,774.6320000000036
20SEP2016_00:00:00.000000,778.48,3.38,2874.0,429598,4.67999999999995,775.3020000000035
08:30 - 09:30,778.48,3.38,2874.0,429598,4.67999999999995,776.1020000000036
10:30 - 11:30,778.41,1.05,605.0,80019,1.6999999999999318,776.9200000000036
11:30 - 12:30,778.14,-0.27,836.0,107515,1.9700000000000273,777.7220000000036
14:30 - 15:30,780.22,-0.61,1677.0,292844,1.1499999999999773,779.4580000000035
21SEP2016_00:00:00.000000,781.97,1.75,1575.0,261860,3.0,780.1700000000035
08:30 - 09:30,781.97,1.75,1575.0,261860,3.0,780.9360000000036
10:30 - 11:30,780.52,-1.85,907.0,129481,3.980000000000018,781.1020000000036
11:30 - 12:30,781.51,0.99,489.0,74348,2.240000000000009,781.2380000000036
14:30 - 15:30,789.74,1.32,2780.0,679859,2.2900000000000773,784.6160000000034
22SEP2016_00:00:00.000000,802.51,12.77,6480.0,1016848,8.659999999999968,789.0140000000035
08:30 - 09:30,802.51,12.77,6480.0,1016848,8.659999999999968,793.2140000000034
10:30 - 11:30,804.7,0.69,1979.0,284367,2.480000000000018,797.5760000000034
11:30 - 12:30,804.14,-0.56,1775.0,241117,1.8899999999999864,800.7200000000033
14:30 - 15:30,804.7,1.28,2410.0,469579,1.8299999999999272,803.6240000000032
23SEP2016_00:00:00.000000,803.53,-1.17,3952.0,606643,5.6299999999999955,803.3900000000033
08:30 - 09:30,803.53,-1.17,3952.0,606643,5.6299999999999955,803.2680000000032
10:30 - 11:30,805.92,1.77,1185.0,165635,2.1299999999999955,804.2200000000032
11:30 - 12:30,805.45,-0.47,901.0,124154,2.7799999999999727,804.6260000000032
14:30 - 15:30,805.75,0.39,2112.0,387258,1.2699999999999818,805.6260000000032
26SEP2016_00:00:00.000000,802.83,-2.92,3548.0,551069,5.92999999999995,805.0080000000031
08:30 - 09:30,802.83,-2.92,3548.0,551069,5.92999999999995,804.4840000000031
10:30 - 11:30,800.4,-1.74,1143.0,149480,2.25,803.434000000003
11:30 - 12:30,798.9,-1.5,1396.0,185354,2.8899999999999864,802.142000000003
14:30 - 15:30,799.16,-0.28,2002.0,371337,1.8700000000000045,799.1880000000031
27SEP2016_00:00:00.000000,809.3,10.14,5455.0,851243,10.259999999999991,800.968000000003
08:30 - 09:30,809.3,10.14,5455.0,851243,10.259999999999991,803.048000000003
10:30 - 11:30,814.0,1.93,2134.0,291314,4.540000000000077,806.2400000000029
11:30 - 12:30,815.25,1.25,1378.0,194809,2.050000000000068,809.4020000000029
14:30 - 15:30,816.11,1.83,2872.0,562270,3.490000000000009,814.9320000000027
28SEP2016_00:00:00.000000,824.77,8.66,7479.0,1156188,7.740000000000009,817.0860000000026
08:30 - 09:30,824.77,8.66,7479.0,1156188,7.740000000000009,818.9900000000027
10:30 - 11:30,825.5,4.4,2057.0,312085,4.7000000000000455,821.0860000000026
11:30 - 12:30,828.1,2.6,2916.0,420228,4.210000000000036,823.8500000000028
14:30 - 15:30,828.72,0.68,2115.0,485226,2.3799999999999955,827.4760000000027
29SEP2016_00:00:00.000000,834.23,5.51,7660.0,1215854,9.240000000000009,829.2220000000027
08:30 - 09:30,834.23,5.51,7660.0,1215854,9.240000000000009,830.4480000000025
10:30 - 11:30,831.91,2.63,2382.0,330766,4.949999999999932,831.4260000000024
11:30 - 12:30,828.46,-3.45,3593.0,552283,6.769999999999982,831.5100000000024
14:30 - 15:30,829.05,-0.42,2032.0,350747,1.4700000000000273,829.9920000000023
30SEP2016_00:00:00.000000,835.3,6.25,5570.0,861620,4.540000000000077,830.6700000000025
08:30 - 09:30,835.3,6.25,5570.0,861620,4.540000000000077,832.0380000000025
10:30 - 11:30,839.6,2.19,2407.0,335594,2.2900000000000773,833.7440000000026
11:30 - 12:30,837.16,-2.44,1438.0,208696,2.67999999999995,835.2820000000025
14:30 - 15:30,837.31,-0.57,3413.0,993111,2.1299999999999955,838.2340000000024
03OCT2016_00:00:00.000000,836.5,-0.81,4485.0,716084,5.850000000000023,837.6140000000023
08:30 - 09:30,836.5,-0.81,4485.0,716084,5.850000000000023,837.4820000000024
10:30 - 11:30,834.04,-1.76,1420.0,207350,3.949999999999932,836.4460000000023
11:30 - 12:30,833.7,-0.34,1241.0,167245,1.8799999999999955,835.6100000000022
14:30 - 15:30,836.74,1.32,1719.0,346829,1.7800000000000864,835.1320000000021
04OCT2016_00:00:00.000000,836.97,0.23,2913.0,468765,6.100000000000023,835.7180000000022
08:30 - 09:30,836.97,0.23,2913.0,468765,6.100000000000023,836.3720000000023
10:30 - 11:30,835.31,1.04,1560.0,214347,3.0599999999999454,836.2820000000022
11:30 - 12:30,831.78,-3.53,1676.0,241257,5.25,835.5540000000021
14:30 - 15:30,834.1,0.36,2039.0,364571,2.1399999999999864,833.328000000002
05OCT2016_00:00:00.000000,839.02,4.92,3723.0,583332,3.7100000000000364,834.0700000000022
08:30 - 09:30,839.02,4.92,3723.0,583332,3.7100000000000364,835.5180000000024
10:30 - 11:30,842.6,2.53,3000.0,393226,4.7299999999999045,837.6960000000024
11:30 - 12:30,842.74,0.14,1932.0,247766,2.269999999999982,839.4960000000025
14:30 - 15:30,844.36,-0.48,2611.0,413322,1.3799999999999955,843.6420000000023
06OCT2016_00:00:00.000000,844.46,0.1,4410.0,733253,6.610000000000014,844.0140000000023
08:30 - 09:30,844.46,0.1,4410.0,733253,6.610000000000014,844.3580000000023
10:30 - 11:30,845.43,1.98,1501.0,229903,3.509999999999991,844.7100000000024
11:30 - 12:30,844.02,-1.41,967.0,140867,2.07000000000005,844.5460000000024
14:30 - 15:30,841.66,-0.24,2021.0,435433,1.75,843.1520000000024
07OCT2016_00:00:00.000000,841.02,-0.64,2977.0,517805,6.550000000000068,842.2700000000023
08:30 - 09:30,841.02,-0.64,2977.0,517805,6.550000000000068,841.6700000000022
10:30 - 11:30,838.3,-3.7,1752.0,257459,5.099999999999909,840.7800000000022
11:30 - 12:30,841.09,2.79,940.0,134818,3.240000000000009,840.6180000000024
14:30 - 15:30,839.43,-0.68,2766.0,449821,1.8500000000000227,840.1660000000022
10OCT2016_00:00:00.000000,844.34,4.91,2712.0,449696,4.6299999999999955,841.3740000000022
08:30 - 09:30,844.34,4.91,2712.0,449696,4.6299999999999955,842.0240000000022
10:30 - 11:30,843.68,-0.51,1011.0,137167,1.7200000000000273,842.3800000000023
11:30 - 12:30,842.47,-1.21,1010.0,143299,1.9500000000000455,842.8520000000024
14:30 - 15:30,841.58,-0.29,1255.0,257665,0.4700000000000273,842.4680000000022
11OCT2016_00:00:00.000000,834.11,-7.47,4688.0,709203,7.490000000000009,840.5540000000021
08:30 - 09:30,834.11,-7.47,4688.0,709203,7.490000000000009,838.882000000002
10:30 - 11:30,833.2,0.26,1814.0,287824,3.17999999999995,836.974000000002
11:30 - 12:30,832.97,-0.23,1238.0,179637,1.9400000000000546,835.194000000002
14:30 - 15:30,830.97,1.44,2421.0,397008,1.740000000000009,831.4480000000021
12OCT2016_00:00:00.000000,834.79,3.82,3344.0,530803,5.149999999999977,831.7660000000021
08:30 - 09:30,834.79,3.82,3344.0,530803,5.149999999999977,832.1300000000022
10:30 - 11:30,836.95,1.26,1252.0,205223,2.0,833.4060000000021
11:30 - 12:30,835.72,-1.23,767.0,101891,1.8799999999999955,834.6440000000023
14:30 - 15:30,834.1,0.21,1616.0,333981,1.67999999999995,835.3080000000024
13OCT2016_00:00:00.000000,823.63,-10.47,5686.0,837954,8.289999999999964,832.6440000000024
08:30 - 09:30,823.63,-10.47,5686.0,837954,8.289999999999964,830.2260000000024
10:30 - 11:30,825.45,0.73,1608.0,223992,2.3500000000000227,828.1400000000024
11:30 - 12:30,827.69,2.24,1141.0,160855,3.0499999999999545,826.9000000000024
14:30 - 15:30,829.28,0.12,1502.0,280835,1.8500000000000227,828.0600000000022
14OCT2016_00:00:00.000000,831.99,2.71,3048.0,502572,3.82000000000005,829.3680000000022
08:30 - 09:30,831.99,2.71,3048.0,502572,3.82000000000005,830.2280000000021
10:30 - 11:30,825.72,-3.43,3298.0,501155,5.680000000000064,829.6280000000021
11:30 - 12:30,825.31,-0.41,1195.0,169827,1.490000000000009,828.858000000002
14:30 - 15:30,823.06,-1.1,2589.0,479278,2.3600000000000136,824.6380000000023
17OCT2016_00:00:00.000000,818.89,-4.17,6304.0,943936,9.740000000000009,823.2720000000023
08:30 - 09:30,818.89,-4.17,6304.0,943936,9.740000000000009,821.9880000000023
10:30 - 11:30,812.68,-1.69,1535.0,193454,3.509999999999991,819.5360000000022
11:30 - 12:30,814.35,1.67,1245.0,172698,2.8600000000000136,817.5740000000023
14:30 - 15:30,812.94,0.84,2311.0,387871,1.5399999999999636,813.0200000000024
18OCT2016_00:00:00.000000,816.38,3.44,4386.0,666902,7.67999999999995,813.7600000000023
08:30 - 09:30,816.38,3.44,4386.0,666902,7.67999999999995,814.1660000000022
10:30 - 11:30,821.7,3.24,1612.0,251589,4.230000000000018,815.9000000000024
11:30 - 12:30,822.51,0.81,1003.0,142202,2.159999999999968,817.9820000000025
14:30 - 15:30,817.65,-1.65,1701.0,323856,2.3199999999999363,820.7200000000024
19OCT2016_00:00:00.000000,817.15,-0.5,2991.0,467216,4.5499999999999545,819.8100000000024
08:30 - 09:30,817.15,-0.5,2991.0,467216,4.5499999999999545,818.7380000000023
10:30 - 11:30,817.76,1.74,836.0,118199,2.25,817.8020000000023
11:30 - 12:30,819.11,1.35,697.0,123188,2.2799999999999727,817.7640000000023
14:30 - 15:30,817.69,-0.56,1044.0,284434,1.7200000000000273,818.3040000000024
20OCT2016_00:00:00.000000,810.15,-7.54,5239.0,775303,11.289999999999964,816.7820000000023
08:30 - 09:30,810.15,-7.54,5239.0,775303,11.289999999999964,814.9900000000023
10:30 - 11:30,813.45,3.15,1291.0,183828,4.060000000000059,813.9380000000023
11:30 - 12:30,812.73,-0.72,1520.0,212697,3.4600000000000364,812.8340000000022
14:30 - 15:30,810.31,-1.76,1743.0,437734,2.2999999999999545,812.0040000000022
21OCT2016_00:00:00.000000,812.43,2.12,3149.0,573178,6.4500000000000455,811.8000000000022
08:30 - 09:30,812.43,2.12,3149.0,573178,6.4500000000000455,811.7400000000023
10:30 - 11:30,817.26,2.61,1640.0,215531,3.800000000000068,812.9000000000021
11:30 - 12:30,818.17,0.91,1499.0,201804,2.3999999999999773,814.1200000000022
14:30 - 15:30,818.99,2.71,2597.0,477760,3.2199999999999136,817.5960000000024
24OCT2016_00:00:00.000000,830.62,11.63,6003.0,969872,11.009999999999991,820.2680000000024
08:30 - 09:30,830.62,11.63,6003.0,969872,11.009999999999991,822.7580000000023
10:30 - 11:30,831.41,-1.18,2114.0,288212,3.3999999999999773,825.5840000000023
11:30 - 12:30,833.47,2.06,1504.0,212373,4.610000000000014,829.0220000000024
14:30 - 15:30,837.71,3.16,3841.0,764007,5.039999999999964,834.3620000000026
25OCT2016_00:00:00.000000,837.43,-0.28,3933.0,633126,5.6099999999999,835.5660000000028
08:30 - 09:30,837.43,-0.28,3933.0,633126,5.6099999999999,836.3580000000027
10:30 - 11:30,837.39,-5.59,2175.0,306132,6.2000000000000455,836.9020000000028
11:30 - 12:30,834.47,-2.92,1871.0,265726,4.490000000000009,836.8860000000028
14:30 - 15:30,835.18,0.56,1931.0,340723,1.5100000000001046,835.4540000000027
26OCT2016_00:00:00.000000,824.68,-10.5,4940.0,791387,8.940000000000055,832.9120000000026
08:30 - 09:30,824.68,-10.5,4940.0,791387,8.940000000000055,830.9540000000027
10:30 - 11:30,825.03,-3.57,1892.0,297559,4.279999999999973,828.8380000000027
11:30 - 12:30,822.64,-2.39,2647.0,408640,5.090000000000032,826.4420000000027
14:30 - 15:30,822.59,-2.06,2618.0,726046,2.840000000000032,823.5460000000024
27OCT2016_00:00:00.000000,821.28,-1.31,6264.0,970538,10.970000000000027,822.7960000000024
08:30 - 09:30,821.28,-1.31,6264.0,970538,10.970000000000027,822.5240000000024
10:30 - 11:30,825.11,2.7,3195.0,441504,3.4400000000000546,822.9820000000024
11:30 - 12:30,821.62,-3.49,2884.0,372109,5.669999999999959,822.3760000000024
14:30 - 15:30,818.36,-1.4,6886.0,1065733,7.57000000000005,821.0440000000024
28OCT2016_00:00:00.000000,783.62,-34.74,20051.0,2946776,9.789999999999964,812.7460000000024
08:30 - 09:30,783.62,-34.74,20051.0,2946776,9.789999999999964,805.1460000000025
10:30 - 11:30,785.95,4.09,4773.0,672588,6.019999999999982,798.2620000000024
11:30 - 12:30,779.55,-6.4,4433.0,632871,7.669999999999959,790.2200000000024
14:30 - 15:30,775.88,-2.08,4046.0,712761,2.7999999999999545,779.5780000000026
31OCT2016_00:00:00.000000,788.74,12.86,8051.0,1227462,8.68999999999994,780.1360000000026
08:30 - 09:30,788.74,12.86,8051.0,1227462,8.68999999999994,781.9740000000025
10:30 - 11:30,793.21,2.97,3565.0,516918,3.4600000000000364,784.9060000000025
11:30 - 12:30,787.82,-5.39,2777.0,387578,6.090000000000032,786.8780000000024
14:30 - 15:30,789.82,1.61,3355.0,659460,3.4300000000000637,789.5340000000024
01NOV2016_00:00:00.000000,792.67,2.85,7086.0,1110213,10.840000000000032,789.4260000000024
08:30 - 09:30,792.67,2.85,7086.0,1110213,10.840000000000032,790.3960000000023
10:30 - 11:30,786.8,-3.45,2744.0,375086,5.690000000000055,790.0340000000023
11:30 - 12:30,786.01,-0.79,2350.0,349883,3.1200000000000045,789.5940000000022
14:30 - 15:30,785.41,3.46,3356.0,579918,4.610000000000014,784.4140000000021
02NOV2016_00:00:00.000000,777.17,-8.24,3621.0,573846,8.350000000000023,782.4880000000021
08:30 - 09:30,777.17,-8.24,3621.0,573846,8.350000000000023,780.7200000000021
10:30 - 11:30,774.09,-3.27,2029.0,296299,5.7000000000000455,779.1580000000021
11:30 - 12:30,769.01,-5.08,2452.0,373826,6.6200000000000045,776.5700000000021
14:30 - 15:30,765.56,-1.19,3644.0,598201,3.0799999999999272,768.8440000000021
03NOV2016_00:00:00.000000,771.4,5.84,5375.0,906297,9.950000000000045,768.306000000002
08:30 - 09:30,771.4,5.84,5375.0,906297,9.950000000000045,768.7840000000018
10:30 - 11:30,768.38,-6.79,1743.0,257951,7.970000000000027,768.6980000000019
11:30 - 12:30,769.5,1.12,1614.0,237147,3.8500000000000227,769.2480000000018
14:30 - 15:30,767.03,1.02,2493.0,430283,3.17999999999995,767.3900000000017
04NOV2016_00:00:00.000000,760.53,-6.5,7652.0,1328221,12.769999999999982,765.8200000000018
08:30 - 09:30,760.53,-6.5,7652.0,1328221,12.769999999999982,764.0260000000017
10:30 - 11:30,760.22,0.01,2036.0,296923,2.490000000000009,762.8640000000017
11:30 - 12:30,760.27,0.05,1496.0,233202,2.3999999999999773,761.7160000000018
14:30 - 15:30,755.05,0.35,3643.0,607988,1.9800000000000182,757.482000000002
07NOV2016_00:00:00.000000,776.55,21.5,8608.0,1392107,7.439999999999941,760.748000000002
09:30 - 10:30,776.55,21.5,8608.0,1392107,7.439999999999941,764.004000000002
11:30 - 12:30,784.05,2.13,4717.0,703035,5.8700000000000045,769.3800000000019
14:30 - 15:30,783.79,-1.11,2868.0,473136,3.090000000000032,783.1400000000018
15:30 - 16:30,784.93,1.14,3035.0,699986,3.6299999999999955,784.8160000000018
08NOV2016_00:00:00.000000,780.27,-4.66,3667.0,606726,7.720000000000027,784.0600000000019
