,Cerrar,Var neta,Núm de ticks,Volumen,rango,MVA5
14:30 - 15:30,708.35,-0.63,2624.0,483771,2.8099999999999454,708.9960000000028
26MAY2016_00:00:00.000000,713.63,5.28,3490.0,546982,6.910000000000082,709.9460000000029
08:30 - 09:30,713.63,5.28,3490.0,546982,6.910000000000082,710.6220000000028
10:30 - 11:30,713.18,-1.27,1305.0,185815,3.25,711.5540000000029
11:30 - 12:30,713.28,0.1,915.0,131067,1.3799999999999955,712.4140000000029
14:30 - 15:30,714.91,0.66,1883.0,364383,1.9300000000000637,713.9840000000029
27MAY2016_00:00:00.000000,713.33,-1.58,3228.0,593247,3.990000000000009,714.014000000003
08:30 - 09:30,713.33,-1.58,3228.0,593247,3.990000000000009,714.0240000000031
10:30 - 11:30,714.67,-0.52,822.0,126343,1.6100000000000136,714.098000000003
11:30 - 12:30,714.27,-0.4,651.0,92378,0.9700000000000273,714.1020000000029
14:30 - 15:30,712.24,0.87,1988.0,369581,1.2099999999999227,713.196000000003
31MAY2016_00:00:00.000000,719.54,7.3,3714.0,662312,9.299999999999955,714.170000000003
08:30 - 09:30,719.54,7.3,3714.0,662312,9.299999999999955,715.224000000003
10:30 - 11:30,722.33,0.51,1722.0,254702,3.409999999999968,717.0040000000031
11:30 - 12:30,721.87,-0.46,1100.0,166495,1.8700000000000045,719.1040000000032
14:30 - 15:30,722.79,2.45,3445.0,714856,3.5,721.5040000000032
01JUN2016_00:00:00.000000,724.18,1.39,4938.0,770326,6.730000000000018,721.8740000000032
08:30 - 09:30,724.18,1.39,4938.0,770326,6.730000000000018,722.3360000000033
10:30 - 11:30,723.5,0.5,1200.0,167685,2.6299999999999955,722.9980000000033
11:30 - 12:30,725.23,1.73,1218.0,180182,2.240000000000009,723.9760000000033
14:30 - 15:30,719.44,-1.14,1958.0,374521,2.3700000000000045,722.2400000000033
02JUN2016_00:00:00.000000,717.89,-1.55,3262.0,488618,6.440000000000055,721.1180000000033
08:30 - 09:30,717.89,-1.55,3262.0,488618,6.440000000000055,719.6500000000034
10:30 - 11:30,720.37,-0.41,1235.0,213192,2.6200000000000045,719.2340000000034
11:30 - 12:30,724.35,3.98,1835.0,266041,5.180000000000064,719.9880000000036
14:30 - 15:30,728.28,2.36,2851.0,475448,2.7799999999999727,724.8520000000036
03JUN2016_00:00:00.000000,720.04,-8.24,5902.0,924758,8.57000000000005,724.7860000000035
08:30 - 09:30,720.04,-8.24,5902.0,924758,8.57000000000005,723.9240000000035
10:30 - 11:30,724.0,2.82,1718.0,250777,3.8700000000000045,723.6560000000034
11:30 - 12:30,723.96,-0.04,1397.0,195302,1.6000000000000227,723.2640000000034
14:30 - 15:30,725.54,0.5,1850.0,332347,1.4500000000000455,724.3160000000034
06JUN2016_00:00:00.000000,727.27,1.73,4371.0,689494,6.0,724.9700000000033
08:30 - 09:30,727.27,1.73,4371.0,689494,6.0,725.6320000000035
10:30 - 11:30,727.53,-0.24,1137.0,168127,2.8899999999999864,726.5300000000034
11:30 - 12:30,727.38,-0.15,1410.0,236858,4.0,726.9980000000035
14:30 - 15:30,726.72,-1.82,1597.0,404343,2.1499999999999773,727.7680000000034
07JUN2016_00:00:00.000000,726.85,0.13,3569.0,554242,4.970000000000027,727.6320000000035
08:30 - 09:30,726.85,0.13,3569.0,554242,4.970000000000027,727.5260000000035
10:30 - 11:30,725.55,0.59,1228.0,171541,2.449999999999932,726.9020000000035
11:30 - 12:30,725.32,-0.23,801.0,121331,1.3700000000000045,726.2580000000034
14:30 - 15:30,723.79,0.27,1358.0,257546,1.5299999999999727,724.3320000000033
08JUN2016_00:00:00.000000,723.71,-0.08,2775.0,486272,6.789999999999964,723.9640000000034
08:30 - 09:30,723.71,-0.08,2775.0,486272,6.789999999999964,723.6420000000033
10:30 - 11:30,728.35,2.88,1878.0,312030,4.0,724.6160000000034
11:30 - 12:30,727.34,-1.01,837.0,125141,1.6200000000000045,725.3800000000033
14:30 - 15:30,726.64,-0.51,1026.0,217818,1.0200000000000955,727.5440000000033
09JUN2016_00:00:00.000000,726.92,0.28,2906.0,427648,6.610000000000014,727.2580000000033
08:30 - 09:30,726.92,0.28,2906.0,427648,6.610000000000014,727.1740000000033
10:30 - 11:30,725.09,-0.85,1360.0,190854,2.92999999999995,726.5440000000033
11:30 - 12:30,727.63,2.54,1039.0,145110,2.92999999999995,726.6400000000033
14:30 - 15:30,727.66,-0.34,1262.0,205797,1.0100000000001046,727.0000000000033
10JUN2016_00:00:00.000000,720.84,-6.82,4023.0,612275,4.840000000000032,726.1500000000033
08:30 - 09:30,720.84,-6.82,4023.0,612275,4.840000000000032,724.7920000000033
10:30 - 11:30,717.98,0.36,1652.0,232175,1.92999999999995,723.0640000000034
11:30 - 12:30,718.74,0.76,1343.0,183676,2.2100000000000364,721.2120000000034
14:30 - 15:30,717.91,2.11,2616.0,453116,2.7200000000000273,717.1720000000034
13JUN2016_00:00:00.000000,721.07,3.16,5064.0,785406,10.360000000000014,717.7900000000034
08:30 - 09:30,721.07,3.16,5064.0,785406,10.360000000000014,718.2560000000034
10:30 - 11:30,718.0,-1.68,1873.0,286790,3.8899999999999864,718.7700000000034
11:30 - 12:30,718.8,0.8,1008.0,135101,1.8500000000000227,719.3700000000033
14:30 - 15:30,715.25,-1.65,1966.0,457140,2.990000000000009,717.4700000000032
14JUN2016_00:00:00.000000,718.03,2.78,3130.0,475268,8.529999999999973,717.4760000000033
08:30 - 09:30,718.03,2.78,3130.0,475268,8.529999999999973,717.3220000000032
10:30 - 11:30,717.36,3.21,1482.0,225143,3.7899999999999636,717.1140000000031
11:30 - 12:30,716.35,-1.01,860.0,115526,1.6399999999999864,717.0040000000031
14:30 - 15:30,719.3,2.22,1840.0,321406,2.7200000000000273,717.2260000000033
15JUN2016_00:00:00.000000,715.83,-3.47,3600.0,553126,8.42999999999995,716.9200000000033
08:30 - 09:30,715.83,-3.47,3600.0,553126,8.42999999999995,716.8160000000033
10:30 - 11:30,718.25,2.65,927.0,135642,2.75,717.2580000000032
11:30 - 12:30,719.6,1.35,1032.0,170276,2.25,717.7620000000034
14:30 - 15:30,714.26,-4.8,2418.0,579332,6.189999999999941,717.9940000000036
16JUN2016_00:00:00.000000,707.14,-7.12,4661.0,730081,9.5,715.7720000000036
08:30 - 09:30,707.14,-7.12,4661.0,730081,9.5,713.2800000000036
10:30 - 11:30,709.61,1.85,1490.0,210159,3.9599999999999227,711.4420000000036
11:30 - 12:30,711.57,1.96,1829.0,261977,3.7200000000000273,709.9440000000036
14:30 - 15:30,717.51,2.29,2020.0,357247,2.9700000000000273,713.2720000000037
17JUN2016_00:00:00.000000,706.1,-11.41,5149.0,1159765,12.32000000000005,712.5700000000036
08:30 - 09:30,706.1,-11.41,5149.0,1159765,12.32000000000005,711.4760000000035
10:30 - 11:30,705.19,-0.01,1277.0,180775,2.269999999999982,710.0240000000036
11:30 - 12:30,704.99,-0.2,1300.0,183490,2.2200000000000273,707.9780000000035
14:30 - 15:30,706.36,5.44,5262.0,1934836,6.990000000000009,703.9680000000036
20JUN2016_00:00:00.000000,717.49,11.13,5180.0,847989,7.0,706.4280000000036
08:30 - 09:30,717.49,11.13,5180.0,847989,7.0,708.9280000000037
10:30 - 11:30,718.44,-1.74,1881.0,244700,4.769999999999982,712.1400000000036
11:30 - 12:30,716.7,-1.74,1039.0,145356,2.769999999999982,715.2960000000036
14:30 - 15:30,714.01,-2.39,2010.0,506558,3.4700000000000273,716.8720000000036
21JUN2016_00:00:00.000000,716.29,2.28,3010.0,489986,4.8700000000000045,716.4420000000035
08:30 - 09:30,716.29,2.28,3010.0,489986,4.8700000000000045,716.3600000000037
10:30 - 11:30,717.49,4.13,1213.0,183754,4.3700000000000045,716.0960000000036
11:30 - 12:30,713.79,-3.7,765.0,100314,4.180000000000064,715.5740000000037
14:30 - 15:30,715.82,0.49,1411.0,299093,1.6800000000000637,715.3600000000037
22JUN2016_00:00:00.000000,710.32,-5.5,3059.0,494454,9.42999999999995,713.9260000000037
08:30 - 09:30,710.32,-5.5,3059.0,494454,9.42999999999995,713.2320000000036
10:30 - 11:30,711.27,-3.14,1320.0,176415,4.1299999999999955,712.6120000000037
11:30 - 12:30,711.97,0.7,1202.0,162980,2.4400000000000546,711.9400000000038
14:30 - 15:30,710.6,-1.15,1497.0,268895,2.9300000000000637,711.8100000000036
23JUN2016_00:00:00.000000,719.29,8.69,4485.0,718025,7.600000000000023,713.4140000000036
08:30 - 09:30,719.29,8.69,4485.0,718025,7.600000000000023,714.8780000000037
10:30 - 11:30,719.36,-0.13,1182.0,156640,1.6000000000000227,716.0580000000036
11:30 - 12:30,719.54,0.18,898.0,118430,0.9599999999999227,717.6160000000036
14:30 - 15:30,722.08,3.49,2288.0,463456,3.6000000000000227,719.7840000000036
24JUN2016_00:00:00.000000,705.89,-16.19,9920.0,1603539,20.329999999999927,717.0900000000037
08:30 - 09:30,705.89,-16.19,9920.0,1603539,20.329999999999927,714.3600000000037
10:30 - 11:30,701.56,-1.17,2923.0,418243,4.9500000000000455,710.8020000000038
11:30 - 12:30,698.64,-2.92,2448.0,353605,5.6299999999999955,706.8120000000038
14:30 - 15:30,699.53,0.88,6220.0,1423694,6.180000000000064,699.1120000000038
27JUN2016_00:00:00.000000,688.49,-11.04,6952.0,1144187,8.57000000000005,696.4980000000039
08:30 - 09:30,688.49,-11.04,6952.0,1144187,8.57000000000005,694.4680000000039
10:30 - 11:30,691.66,3.86,2531.0,374019,4.959999999999923,693.364000000004
11:30 - 12:30,696.19,4.53,2574.0,377319,8.42999999999995,692.872000000004
14:30 - 15:30,691.36,2.86,2593.0,626565,5.199999999999932,692.0620000000041
28JUN2016_00:00:00.000000,704.14,12.78,5066.0,877954,6.660000000000082,694.5580000000042
08:30 - 09:30,704.14,12.78,5066.0,877954,6.660000000000082,696.1480000000042
10:30 - 11:30,705.53,1.84,1849.0,241949,3.1200000000000045,698.7340000000042
11:30 - 12:30,705.62,0.09,1553.0,202940,2.1100000000000136,702.1580000000043
14:30 - 15:30,707.96,2.94,2141.0,438415,3.090000000000032,705.5080000000045
29JUN2016_00:00:00.000000,716.72,8.76,4797.0,793103,4.509999999999991,707.7460000000044
08:30 - 09:30,716.72,8.76,4797.0,793103,4.509999999999991,709.9660000000046
10:30 - 11:30,719.48,1.63,1180.0,163947,2.269999999999982,713.1800000000046
11:30 - 12:30,717.2,-2.28,1214.0,169696,2.8899999999999864,715.6160000000046
14:30 - 15:30,715.6,-0.64,1970.0,410085,1.7899999999999636,716.8940000000046
30JUN2016_00:00:00.000000,715.3,-0.3,2902.0,477258,6.150000000000091,716.0580000000047
08:30 - 09:30,715.3,-0.3,2902.0,477258,6.150000000000091,715.6780000000047
10:30 - 11:30,717.84,-0.94,1480.0,209286,3.0,716.0560000000047
11:30 - 12:30,715.49,-2.35,1678.0,250742,4.1200000000000045,715.9060000000047
14:30 - 15:30,715.62,-0.88,1873.0,589162,1.7200000000000273,716.2880000000047
01JUL2016_00:00:00.000000,727.0,11.38,4521.0,692974,10.460000000000036,718.1200000000047
08:30 - 09:30,727.0,11.38,4521.0,692974,10.460000000000036,720.4220000000047
10:30 - 11:30,724.49,-0.78,1141.0,169766,2.3999999999999773,722.1220000000046
11:30 - 12:30,724.89,0.4,1493.0,220894,1.8199999999999363,723.8000000000047
14:30 - 15:30,725.62,0.05,2207.0,408200,1.42999999999995,724.9380000000046
05JUL2016_00:00:00.000000,723.66,-1.96,3250.0,495209,4.399999999999977,724.7720000000047
08:30 - 09:30,723.66,-1.96,3250.0,495209,4.399999999999977,724.5260000000046
10:30 - 11:30,722.89,1.39,854.0,119094,2.6399999999999864,724.2800000000046
11:30 - 12:30,722.06,-0.83,592.0,80478,1.9500000000000455,723.5780000000045
14:30 - 15:30,728.1,5.19,2652.0,523049,5.220000000000027,723.4140000000046
06JUL2016_00:00:00.000000,729.56,1.46,6193.0,962627,11.779999999999973,724.7480000000046
08:30 - 09:30,729.56,1.46,6193.0,962627,11.779999999999973,726.2480000000046
10:30 - 11:30,736.48,3.91,2038.0,290927,5.2000000000000455,729.3220000000046
11:30 - 12:30,736.19,-0.29,1421.0,211246,2.269999999999982,731.9780000000046
14:30 - 15:30,737.61,1.4,3516.0,582587,1.6100000000000136,736.4280000000047
07JUL2016_00:00:00.000000,734.13,-3.48,4958.0,717527,6.5,735.9580000000046
08:30 - 09:30,734.13,-3.48,4958.0,717527,6.5,735.5460000000046
10:30 - 11:30,734.52,2.12,1726.0,245050,3.3999999999999773,735.3200000000045
11:30 - 12:30,733.88,-0.64,1303.0,178063,3.090000000000032,734.8540000000045
14:30 - 15:30,736.57,2.2,2232.0,412805,2.410000000000082,734.6580000000043
08JUL2016_00:00:00.000000,743.62,7.05,4174.0,658105,6.529999999999973,736.4780000000044
08:30 - 09:30,743.62,7.05,4174.0,658105,6.529999999999973,738.4260000000044
10:30 - 11:30,743.1,-0.69,1661.0,234718,1.42999999999995,740.2560000000045
11:30 - 12:30,744.16,1.06,994.0,145312,1.490000000000009,742.2140000000045
14:30 - 15:30,745.82,1.16,3825.0,696038,2.269999999999982,744.4140000000045
11JUL2016_00:00:00.000000,754.17,8.35,4818.0,777905,8.389999999999986,746.6280000000045
08:30 - 09:30,754.17,8.35,4818.0,777905,8.389999999999986,748.6300000000044
10:30 - 11:30,754.61,-0.09,1649.0,211099,1.0499999999999545,750.6860000000045
11:30 - 12:30,754.71,0.1,1613.0,218956,1.419999999999959,752.6960000000045
14:30 - 15:30,753.78,-0.22,2636.0,452640,1.6499999999999773,754.3920000000044
12JUL2016_00:00:00.000000,748.0,-5.78,6868.0,1087850,10.730000000000018,753.0700000000044
08:30 - 09:30,748.0,-5.78,6868.0,1087850,10.730000000000018,751.7280000000044
10:30 - 11:30,751.29,-0.67,1196.0,166732,2.2799999999999727,751.0140000000044
11:30 - 12:30,751.56,0.27,1490.0,228153,2.8799999999999955,750.5260000000044
14:30 - 15:30,748.21,0.83,3836.0,606155,3.32000000000005,748.8380000000045
13JUL2016_00:00:00.000000,752.32,4.11,10591.0,1701934,15.620000000000005,749.0440000000044
08:30 - 09:30,752.32,4.11,10591.0,1701934,15.620000000000005,749.1960000000043
10:30 - 11:30,744.22,-3.35,2218.0,320963,4.939999999999941,748.8900000000043
11:30 - 12:30,743.77,-0.45,1301.0,177082,3.330000000000041,748.1680000000042
14:30 - 15:30,742.63,-0.91,1942.0,346272,2.669999999999959,743.8160000000041
14JUL2016_00:00:00.000000,745.85,3.22,3134.0,523215,4.039999999999964,744.142000000004
08:30 - 09:30,745.85,3.22,3134.0,523215,4.039999999999964,744.5580000000041
10:30 - 11:30,742.55,-1.3,1319.0,203155,1.8000000000000682,744.084000000004
11:30 - 12:30,742.82,0.27,785.0,115016,2.1200000000000045,743.9400000000039
14:30 - 15:30,741.19,-1.8,1878.0,361217,2.5499999999999545,742.1160000000039
15JUL2016_00:00:00.000000,736.0,-5.19,4814.0,927771,11.389999999999986,740.8060000000039
08:30 - 09:30,736.0,-5.19,4814.0,927771,11.389999999999986,739.4420000000039
10:30 - 11:30,736.21,-0.28,1079.0,176270,1.3899999999999864,738.478000000004
11:30 - 12:30,734.94,-1.27,1084.0,160452,1.8799999999999955,736.868000000004
14:30 - 15:30,735.44,-0.14,2428.0,491352,1.3999999999999773,735.4300000000039
18JUL2016_00:00:00.000000,733.79,-1.65,4492.0,698349,7.0,734.9460000000039
08:30 - 09:30,733.79,-1.65,4492.0,698349,7.0,734.7160000000039
10:30 - 11:30,739.1,0.38,1824.0,256528,3.1499999999999773,735.5400000000038
11:30 - 12:30,736.51,-2.59,1274.0,188260,3.759999999999991,735.7260000000039
14:30 - 15:30,736.07,-2.81,1930.0,364676,3.330000000000041,737.8800000000037
19JUL2016_00:00:00.000000,740.99,4.92,3090.0,720443,9.960000000000036,738.2580000000037
08:30 - 09:30,740.99,4.92,3090.0,720443,9.960000000000036,739.1540000000037
10:30 - 11:30,739.69,-2.46,887.0,145047,3.240000000000009,739.3240000000038
11:30 - 12:30,738.49,-1.2,665.0,85647,3.009999999999991,739.2460000000037
14:30 - 15:30,739.95,1.35,1275.0,355199,1.599999999999909,739.1340000000037
20JUL2016_00:00:00.000000,744.15,4.2,2714.0,420524,4.539999999999964,740.0260000000036
08:30 - 09:30,744.15,4.2,2714.0,420524,4.539999999999964,741.1580000000037
10:30 - 11:30,743.33,-1.84,1118.0,154972,1.9500000000000455,742.0360000000036
11:30 - 12:30,744.46,1.13,1262.0,168098,2.5,743.2080000000035
14:30 - 15:30,745.72,1.31,1741.0,335971,2.050000000000068,744.5380000000034
21JUL2016_00:00:00.000000,748.55,2.83,3729.0,557157,4.639999999999986,745.5820000000034
08:30 - 09:30,748.55,2.83,3729.0,557157,4.639999999999986,746.4000000000035
10:30 - 11:30,744.35,-2.19,1438.0,191443,2.8600000000000136,746.3160000000036
11:30 - 12:30,745.51,1.16,1122.0,146645,2.4500000000000455,746.5360000000035
14:30 - 15:30,744.43,0.74,1353.0,213916,1.75,744.6600000000035
22JUL2016_00:00:00.000000,746.68,2.25,2291.0,390070,4.0,745.1260000000036
08:30 - 09:30,746.68,2.25,2291.0,390070,4.0,745.3600000000035
10:30 - 11:30,750.0,1.21,1332.0,191447,3.0,746.2960000000035
11:30 - 12:30,749.47,-0.53,609.0,96755,1.2200000000000273,747.4520000000034
14:30 - 15:30,744.86,-1.56,2791.0,501665,2.9700000000000273,747.9320000000035
25JUL2016_00:00:00.000000,742.53,-2.33,3370.0,535115,6.960000000000036,746.4380000000035
08:30 - 09:30,742.53,-2.33,3370.0,535115,6.960000000000036,745.0500000000035
10:30 - 11:30,738.94,-3.26,1263.0,197929,3.839999999999918,743.0560000000035
11:30 - 12:30,740.3,1.36,1021.0,145987,2.490000000000009,741.8320000000034
14:30 - 15:30,739.68,2.19,1850.0,442445,2.769999999999982,738.9640000000036
26JUL2016_00:00:00.000000,737.97,-1.71,2757.0,440833,5.7000000000000455,738.7700000000036
08:30 - 09:30,737.97,-1.71,2757.0,440833,5.7000000000000455,738.3040000000035
10:30 - 11:30,735.8,-1.03,1137.0,148035,1.7699999999999818,737.7820000000036
11:30 - 12:30,733.37,-2.43,1487.0,229522,3.6000000000000227,736.9580000000036
14:30 - 15:30,735.59,0.72,1441.0,391664,1.1899999999999409,734.8360000000037
27JUL2016_00:00:00.000000,737.22,1.63,3276.0,520847,6.350000000000023,735.1200000000038
08:30 - 09:30,737.22,1.63,3276.0,520847,6.350000000000023,735.8900000000037
10:30 - 11:30,736.21,-3.46,1112.0,151156,4.009999999999991,736.2220000000037
11:30 - 12:30,736.73,0.52,1084.0,144859,2.32000000000005,736.5940000000037
14:30 - 15:30,736.67,2.63,2021.0,409943,3.669999999999959,735.9060000000036
28JUL2016_00:00:00.000000,743.64,6.97,5259.0,844894,6.289999999999964,737.3920000000037
08:30 - 09:30,743.64,6.97,5259.0,844894,6.289999999999964,738.7740000000038
10:30 - 11:30,747.72,-1.38,2734.0,398872,3.4200000000000728,741.1420000000037
11:30 - 12:30,744.74,-2.98,2764.0,397717,5.8700000000000045,743.2820000000036
14:30 - 15:30,752.6,0.34,5218.0,810815,2.090000000000032,748.9860000000036
29JUL2016_00:00:00.000000,762.34,9.74,14629.0,2235206,11.0,751.9100000000035
08:30 - 09:30,762.34,9.74,14629.0,2235206,11.0,755.4300000000036
10:30 - 11:30,763.86,0.0,2079.0,307361,2.3700000000000045,758.6800000000035
11:30 - 12:30,762.26,-1.6,1671.0,267671,2.730000000000018,760.6800000000034
14:30 - 15:30,759.28,0.48,3519.0,711593,2.8600000000000136,760.5000000000033
01AUG2016_00:00:00.000000,768.63,9.35,6616.0,985375,12.040000000000077,761.4540000000032
08:30 - 09:30,768.63,9.35,6616.0,985375,12.040000000000077,762.7280000000031
10:30 - 11:30,766.6,-1.71,2185.0,279930,4.1299999999999955,764.3880000000032
11:30 - 12:30,768.89,2.29,2091.0,267746,2.7799999999999727,766.4060000000032
14:30 - 15:30,767.62,0.78,1836.0,316593,1.8500000000000227,767.5840000000032
02AUG2016_00:00:00.000000,761.14,-6.48,6368.0,913463,5.5499999999999545,766.4920000000034
08:30 - 09:30,761.14,-6.48,6368.0,913463,5.5499999999999545,764.9420000000034
10:30 - 11:30,760.97,3.13,2070.0,277268,3.9400000000000546,763.5420000000033
11:30 - 12:30,760.09,-0.88,1210.0,169985,3.7899999999999636,762.1920000000033
14:30 - 15:30,760.57,-0.7,1880.0,345443,2.6399999999999864,760.6320000000035
03AUG2016_00:00:00.000000,755.51,-5.06,5853.0,823753,4.389999999999986,759.5400000000034
08:30 - 09:30,755.51,-5.06,5853.0,823753,4.389999999999986,758.6240000000034
10:30 - 11:30,753.56,0.88,2526.0,338447,4.649999999999977,757.2840000000033
11:30 - 12:30,754.28,0.72,1116.0,161826,1.7999999999999545,755.8860000000033
14:30 - 15:30,754.64,-0.66,1946.0,345482,2.5499999999999545,754.4060000000032
04AUG2016_00:00:00.000000,753.22,-1.42,5882.0,843790,5.350000000000023,754.3380000000033
08:30 - 09:30,753.22,-1.42,5882.0,843790,5.350000000000023,754.1260000000033
10:30 - 11:30,762.75,0.99,2243.0,310020,3.089999999999918,755.8260000000033
11:30 - 12:30,762.69,-0.06,1180.0,163209,2.2000000000000455,757.3040000000032
14:30 - 15:30,760.77,-0.08,1214.0,220104,1.3399999999999181,761.692000000003
05AUG2016_00:00:00.000000,766.61,5.84,3263.0,563735,4.639999999999986,762.4640000000029
08:30 - 09:30,766.61,5.84,3263.0,563735,4.639999999999986,763.2480000000028
10:30 - 11:30,767.45,-0.53,1190.0,170908,1.1700000000000728,764.4580000000028
11:30 - 12:30,765.83,-1.62,1134.0,175510,2.050000000000068,765.4540000000029
14:30 - 15:30,765.98,0.1,1660.0,363858,1.3299999999999272,766.1820000000027
08AUG2016_00:00:00.000000,762.93,-3.05,2934.0,452981,5.980000000000018,765.2780000000027
08:30 - 09:30,762.93,-3.05,2934.0,452981,5.980000000000018,764.6980000000028
10:30 - 11:30,762.61,-0.47,811.0,117394,2.1000000000000227,764.0660000000028
11:30 - 12:30,764.71,2.1,727.0,111833,2.3999999999999773,763.8320000000027
14:30 - 15:30,766.56,1.57,1454.0,398101,2.1800000000000637,764.8140000000028
09AUG2016_00:00:00.000000,771.98,5.42,3036.0,509410,5.210000000000036,766.6880000000027
08:30 - 09:30,771.98,5.42,3036.0,509410,5.210000000000036,768.1420000000028
10:30 - 11:30,770.59,-1.32,671.0,95877,1.57000000000005,769.2200000000028
11:30 - 12:30,769.41,-1.18,689.0,93671,1.6000000000000227,770.1040000000028
14:30 - 15:30,768.31,0.01,1042.0,196047,1.2000000000000455,769.1280000000027
10AUG2016_00:00:00.000000,768.76,0.45,2201.0,353189,3.4600000000000364,768.7620000000027
08:30 - 09:30,768.76,0.45,2201.0,353189,3.4600000000000364,768.6320000000027
10:30 - 11:30,767.63,-0.54,878.0,120010,2.0799999999999272,768.3520000000028
11:30 - 12:30,767.33,-0.3,563.0,74762,1.7799999999999727,768.1580000000027
14:30 - 15:30,768.44,0.09,861.0,157975,0.8400000000000318,767.7280000000028
11AUG2016_00:00:00.000000,769.55,1.11,3196.0,484432,4.25,768.1120000000028
08:30 - 09:30,769.55,1.11,3196.0,484432,4.25,768.5560000000029
10:30 - 11:30,770.0,0.11,1175.0,175329,1.9100000000000819,769.1780000000028
11:30 - 12:30,770.23,0.23,650.0,94226,1.080000000000041,769.5540000000029
14:30 - 15:30,771.24,-0.41,1226.0,221623,1.0699999999999363,771.0140000000029
12AUG2016_00:00:00.000000,769.99,-1.25,1544.0,274239,2.4600000000000364,771.0120000000028
08:30 - 09:30,769.99,-1.25,1544.0,274239,2.4600000000000364,770.9640000000028
10:30 - 11:30,771.39,-0.31,526.0,83127,1.400000000000091,770.8520000000028
11:30 - 12:30,772.03,0.64,557.0,98648,1.3799999999999955,770.9280000000027
14:30 - 15:30,772.56,0.67,1433.0,278888,1.3600000000000136,771.754000000003
15AUG2016_00:00:00.000000,768.5,-4.06,4123.0,630474,4.329999999999927,771.176000000003
08:30 - 09:30,768.5,-4.06,4123.0,630474,4.329999999999927,770.4700000000032
10:30 - 11:30,769.47,0.6,880.0,137576,1.419999999999959,770.1840000000032
11:30 - 12:30,769.65,0.18,643.0,90485,1.0500000000000682,769.7360000000033
14:30 - 15:30,768.49,0.04,1052.0,194983,0.4199999999999591,768.9320000000032
16AUG2016_00:00:00.000000,764.71,-3.78,2283.0,324010,4.909999999999968,767.9800000000032
08:30 - 09:30,764.71,-3.78,2283.0,324010,4.909999999999968,766.9920000000031
10:30 - 11:30,765.58,-0.48,629.0,94492,1.3600000000000136,766.3880000000033
11:30 - 12:30,765.18,-0.4,538.0,86644,1.5900000000000318,765.7340000000033
14:30 - 15:30,764.04,-0.75,1315.0,241626,1.1399999999999864,764.8660000000033
17AUG2016_00:00:00.000000,760.56,-3.48,2696.0,383744,5.329999999999927,763.8620000000031
08:30 - 09:30,760.56,-3.48,2696.0,383744,5.329999999999927,762.9380000000031
10:30 - 11:30,760.57,0.02,925.0,136211,1.3400000000000318,762.1040000000032
11:30 - 12:30,763.0,2.43,1111.0,149393,3.2999999999999545,761.7460000000032
14:30 - 15:30,764.63,0.99,979.0,189310,1.2799999999999727,763.2600000000032
18AUG2016_00:00:00.000000,763.1,-1.53,1677.0,297279,4.569999999999936,763.7660000000031
08:30 - 09:30,763.1,-1.53,1677.0,297279,4.569999999999936,763.7860000000031
10:30 - 11:30,763.34,-0.1,774.0,115004,1.9399999999999409,763.5620000000032
11:30 - 12:30,763.1,-0.24,572.0,76950,1.9500000000000455,763.4540000000032
14:30 - 15:30,764.46,0.16,770.0,191512,1.330000000000041,763.8020000000034
19AUG2016_00:00:00.000000,760.22,-4.24,4473.0,757474,5.600000000000023,763.1780000000033
08:30 - 09:30,760.22,-4.24,4473.0,757474,5.600000000000023,762.6020000000034
10:30 - 11:30,758.9,-0.93,906.0,128391,1.2799999999999727,761.6200000000034
11:30 - 12:30,757.52,-1.38,932.0,130867,1.990000000000009,760.2640000000034
14:30 - 15:30,756.98,-1.95,1685.0,333071,2.199999999999932,758.1840000000035
22AUG2016_00:00:00.000000,757.42,0.44,2504.0,413891,5.7999999999999545,757.8880000000034
08:30 - 09:30,757.42,0.44,2504.0,413891,5.7999999999999545,757.8680000000033
10:30 - 11:30,758.56,1.06,766.0,105443,2.3700000000000045,757.8620000000034
11:30 - 12:30,757.0,-1.56,528.0,73778,2.759999999999991,757.4760000000034
14:30 - 15:30,759.48,0.05,1175.0,244086,1.1299999999999955,758.5120000000031
23AUG2016_00:00:00.000000,763.0,3.52,2386.0,371595,3.7000000000000455,759.4000000000032
08:30 - 09:30,763.0,3.52,2386.0,371595,3.7000000000000455,760.6000000000033
10:30 - 11:30,762.73,-0.53,633.0,78652,1.6200000000000045,761.5280000000032
11:30 - 12:30,762.46,-0.27,602.0,77896,1.5,762.1340000000032
14:30 - 15:30,762.44,-0.64,999.0,272937,1.240000000000009,762.9280000000032
24AUG2016_00:00:00.000000,760.55,-1.89,1428.0,213323,3.8299999999999272,762.4920000000031
08:30 - 09:30,760.55,-1.89,1428.0,213323,3.8299999999999272,762.1100000000031
10:30 - 11:30,758.78,-2.02,876.0,111525,1.990000000000009,761.0800000000031
11:30 - 12:30,759.0,0.22,642.0,88789,1.9599999999999227,760.2640000000032
14:30 - 15:30,757.52,0.1,2372.0,418724,2.7200000000000273,758.1900000000029
25AUG2016_00:00:00.000000,756.86,-0.66,1830.0,263607,2.8899999999999864,757.8060000000029
08:30 - 09:30,756.86,-0.66,1830.0,263607,2.8899999999999864,757.3780000000028
10:30 - 11:30,758.15,-0.03,661.0,84616,1.2800000000000864,757.3620000000027
11:30 - 12:30,758.72,0.57,575.0,87518,1.7100000000000364,757.6220000000027
